category	time	position	Fst	pi	Dxy	T
neu	1	770000	0.059412319176	0.0002651684612	1.79900288572296e-05	40
swp	1	770000	0.07725669436	0.0002551104194	2.36645745479111e-05	40
neu	2	770000	0.060326324488	0.000266009647	1.84619382175513e-05	60
swp	2	770000	0.10382674144	0.0002410690426	3.14548211132329e-05	60
neu	3	770000	0.05786697598	0.0002647869072	1.73005499254694e-05	80
swp	3	770000	0.11705722384	0.000236065546	3.56746966815755e-05	80
neu	4	770000	0.05888388792	0.000265099205	1.79265946134708e-05	100
swp	4	770000	0.12206920804	0.0002334007978	3.66282479836706e-05	100
neu	5	770000	0.0579927633346693	0.000264843454709419	1.75595931363097e-05	200
swp	5	770000	0.132003619698	0.0002311352178	3.93855570449073e-05	200
neu	6	770000	0.0574329676933868	0.000262178240280561	1.76816957284658e-05	300
swp	6	770000	0.1335136405	0.0002337931484	3.97763454631052e-05	300
neu	7	770000	0.0574522101803607	0.00026200915490982	1.72848218519613e-05	400
swp	7	770000	0.13662905788	0.0002339596808	4.16575642726592e-05	400
neu	8	770000	0.057592372745491	0.000261432950300601	1.71135125777181e-05	500
swp	8	770000	0.14108387256	0.0002357366288	4.27074024007495e-05	500
neu	0	790000	0.05381813676	0.0002660364662	1.60662341815479e-05	20
swp	0	790000	0.05575611358	0.0002655649312	1.7304232081524e-05	20
neu	1	790000	0.05555049138	0.0002670836142	1.72132009983538e-05	40
swp	1	790000	0.075394376082	0.0002537289964	2.30006609535967e-05	40
neu	2	790000	0.0560206232	0.0002674367184	1.74228800653162e-05	60
swp	2	790000	0.100780958798	0.0002398221296	3.04382042778516e-05	60
neu	3	790000	0.05754709492	0.0002665168912	1.81958307591107e-05	80
swp	3	790000	0.11661821214	0.000233329416	3.6018151809096e-05	80
neu	4	790000	0.05745388048	0.000266328312	1.82724870081988e-05	100
swp	4	790000	0.12100589452	0.0002321220138	3.7269062922185e-05	100
neu	5	790000	0.0566810541583166	0.000265444297795591	1.74592694561774e-05	200
swp	5	790000	0.131836618682	0.0002297109662	4.00628370857016e-05	200
neu	6	790000	0.0555406436673347	0.000264291016032064	1.72742329962996e-05	300
swp	6	790000	0.135101116496	0.0002316580914	4.16834055390644e-05	300
neu	7	790000	0.0545370048176353	0.000263414199398798	1.6810944527213e-05	400
swp	7	790000	0.14109666072	0.0002326033744	4.46781636520957e-05	400
neu	8	790000	0.0536998598016032	0.00026246584488978	1.63492589397799e-05	500
swp	8	790000	0.14557368092	0.0002333625178	4.62002615685201e-05	500
neu	0	810000	0.05625266336	0.0002638186522	1.6847350461521e-05	20
swp	0	810000	0.056148291702	0.0002697068154	1.74263957688818e-05	20
neu	1	810000	0.057164479448	0.0002629578454	1.71445357537281e-05	40
swp	1	810000	0.07710334742	0.000258066351	2.38352187160604e-05	40
neu	2	810000	0.05715642148	0.0002646892334	1.72194228644602e-05	60
swp	2	810000	0.103315719235	0.0002447475268	3.21864121033698e-05	60
neu	3	810000	0.05757845324	0.0002628246894	1.73192418716816e-05	80
swp	3	810000	0.11716420064	0.000237324672	3.67741787878609e-05	80
neu	4	810000	0.0590806537204	0.0002633854106	1.78555127149467e-05	100
swp	4	810000	0.11999438814	0.0002365400818	3.75264799071589e-05	100
neu	5	810000	0.0574852918837675	0.000262916369338677	1.72999995186561e-05	200
swp	5	810000	0.12871860512	0.0002342053006	4.0461191461633e-05	200
neu	6	810000	0.0553266385270541	0.000262410877955912	1.68502630973288e-05	300
swp	6	810000	0.13129690029	0.0002365736458	4.1007402131912e-05	300
neu	7	810000	0.0567640806072144	0.000260621131462926	1.73419522955908e-05	400
swp	7	810000	0.1366235608	0.0002364201114	4.36004993369467e-05	400
neu	8	810000	0.0560958701222445	0.000258345961322645	1.67803522794995e-05	500
swp	8	810000	0.14017912082	0.000238867603	4.56300685853044e-05	500
neu	0	830000	0.05804680386	0.0002656637904	1.72924388747664e-05	20
swp	0	830000	0.054320995766	0.0002768488508	1.75018433292312e-05	20
neu	1	830000	0.05732081061	0.0002658419954	1.74163521197213e-05	40
swp	1	830000	0.076630006844	0.0002654563572	2.46925237130726e-05	40
neu	2	830000	0.0583412816	0.0002662599242	1.74092479425402e-05	60
swp	2	830000	0.10259996862	0.0002482870636	3.30903554799289e-05	60
neu	3	830000	0.058657675858	0.0002648977068	1.7765560722338e-05	80
swp	3	830000	0.115104595306	0.000242385457	3.69129212880121e-05	80
neu	4	830000	0.058654209626	0.0002659357832	1.75567509797076e-05	100
swp	4	830000	0.118896818702	0.0002409223542	3.75538247287017e-05	100
neu	5	830000	0.0593575681763527	0.000264112878557114	1.7984717144244e-05	200
swp	5	830000	0.13159664512	0.0002370231368	4.21568702363524e-05	200
neu	6	830000	0.056458498997996	0.000264038023847695	1.63468060715657e-05	300
swp	6	830000	0.1317883013	0.0002391071582	4.21340466392879e-05	300
neu	7	830000	0.0564811611623246	0.00026303380741483	1.63489185502895e-05	400
swp	7	830000	0.13531302212	0.0002409475278	4.43374563296829e-05	400
neu	8	830000	0.0555185341082164	0.000260639950501002	1.58353946586768e-05	500
swp	8	830000	0.143207737458	0.0002421671622	4.67885517067427e-05	500
neu	0	850000	0.056929249008	0.0002673018204	1.70143473248232e-05	20
swp	0	850000	0.05743992946	0.0002750155494	1.90951891460586e-05	20
neu	1	850000	0.05683469604	0.0002678222792	1.68998772760146e-05	40
swp	1	850000	0.07877888086	0.0002636855014	2.60779761668898e-05	40
neu	2	850000	0.055809242852	0.0002680499156	1.67237276946923e-05	60
swp	2	850000	0.10859107352	0.0002468731858	3.56286350444854e-05	60
neu	3	850000	0.05869263854	0.0002672143002	1.79968878926333e-05	80
swp	3	850000	0.11837417714	0.0002416637934	3.86092752214441e-05	80
neu	4	850000	0.059699853142	0.0002677664612	1.83381464487884e-05	100
swp	4	850000	0.124456986448	0.0002390113332	4.0100528818138e-05	100
neu	5	850000	0.0590850781763527	0.000266839349098196	1.78455112497587e-05	200
swp	5	850000	0.13571722074	0.0002361850628	4.35845483796412e-05	200
neu	6	850000	0.0569002997795591	0.000265612287174349	1.71948227186165e-05	300
swp	6	850000	0.13894961738	0.0002372929722	4.50583866181779e-05	300
neu	7	850000	0.0569092349699399	0.000265084199799599	1.70054038130867e-05	400
swp	7	850000	0.14414062494	0.000238059432	4.77882568138015e-05	400
neu	8	850000	0.0553128631462926	0.00026440116993988	1.6609322646743e-05	500
swp	8	850000	0.15024199854	0.0002381103536	4.97903499902103e-05	500
neu	0	870000	0.060044229848	0.0002767406122	1.85733328489135e-05	20
swp	0	870000	0.052510790108	0.0002700985386	1.68678684653418e-05	20
neu	1	870000	0.0582634178	0.0002764951774	1.79699905204408e-05	40
swp	1	870000	0.0764194857	0.0002556842422	2.45730549275611e-05	40
neu	2	870000	0.0592704487008	0.0002775178806	1.84723365049094e-05	60
swp	2	870000	0.10550043463	0.0002395969332	3.39015829705344e-05	60
neu	3	870000	0.059753339966	0.0002755410586	1.87505766225778e-05	80
swp	3	870000	0.11642779332	0.0002321009094	3.71244357606256e-05	80
neu	4	870000	0.0603703345382	0.0002768939362	1.88585131758644e-05	100
swp	4	870000	0.12517565612	0.000229883662	4.03254302110513e-05	100
neu	5	870000	0.0589631802845691	0.000273942156312625	1.81757459401709e-05	200
swp	5	870000	0.13355664602	0.0002265505172	4.2698102528354e-05	200
neu	6	870000	0.0576859420841683	0.000271784873146293	1.79942719344033e-05	300
swp	6	870000	0.1374568518	0.0002285599556	4.35447002721343e-05	300
neu	7	870000	0.0585423263126253	0.000273082857915832	1.78629500679958e-05	400
swp	7	870000	0.14231183114	0.0002291034796	4.56057410416658e-05	400
neu	8	870000	0.0565496114248497	0.000271716065531062	1.71113481332303e-05	500
swp	8	870000	0.1500416812	0.0002298456664	4.78418021482657e-05	500
neu	0	890000	0.056751092986	0.0002693245142	1.70360195802247e-05	20
swp	0	890000	0.054560216052	0.0002755941414	1.76060226663599e-05	20
neu	1	890000	0.0568325201	0.0002688153836	1.72939614575361e-05	40
swp	1	890000	0.081416042388	0.0002649672596	2.64269284753223e-05	40
neu	2	890000	0.057736788688	0.0002684330248	1.73942567418228e-05	60
swp	2	890000	0.11128901974	0.0002502466942	3.6054080549688e-05	60
neu	3	890000	0.05632706194	0.0002684757968	1.69015926460886e-05	80
swp	3	890000	0.12259703566	0.0002453200392	3.93470245540595e-05	80
neu	4	890000	0.0567992841109	0.0002694065766	1.73575515314911e-05	100
swp	4	890000	0.13014458016	0.0002426706708	4.17412695150202e-05	100
neu	5	890000	0.0561231686573146	0.000267693538476954	1.73124778760555e-05	200
swp	5	890000	0.1410026925	0.0002397558604	4.58721031614098e-05	200
neu	6	890000	0.0567505399198397	0.000266432036673347	1.74109808899023e-05	300
swp	6	890000	0.14561788028	0.0002403203786	4.72433331186669e-05	300
neu	7	890000	0.0574827434729459	0.000266504219639279	1.75210123968324e-05	400
swp	7	890000	0.15329743104	0.0002418972142	5.00473583980386e-05	400
neu	8	890000	0.0553239064328657	0.000265608205410822	1.63329113509217e-05	500
swp	8	890000	0.15996196636	0.0002420857058	5.18997853364464e-05	500
neu	0	910000	0.05694435896	0.0002703849466	1.80808027398408e-05	20
swp	0	910000	0.05829622126	0.0002676144826	1.82475492676707e-05	20
neu	1	910000	0.056066790736	0.0002693793222	1.71867896022627e-05	40
swp	1	910000	0.08233850614	0.0002575299544	2.58459143723553e-05	40
neu	2	910000	0.057203884496	0.0002697066552	1.76794450649284e-05	60
swp	2	910000	0.1105128568	0.0002407449922	3.38204761165358e-05	60
neu	3	910000	0.05731299812	0.0002695257766	1.78648990272771e-05	80
swp	3	910000	0.12472888552	0.0002342588514	3.86634985863121e-05	80
neu	4	910000	0.05628577336	0.0002695086482	1.76745768612402e-05	100
swp	4	910000	0.13017133744	0.0002309166168	3.98674536069112e-05	100
neu	5	910000	0.0555629132264529	0.000267128540681363	1.71378473865159e-05	200
swp	5	910000	0.14287489864	0.000228073459	4.36748162566771e-05	200
neu	6	910000	0.0579448030861723	0.000268254538677355	1.76797163433443e-05	300
swp	6	910000	0.1469138368	0.0002292288688	4.46542036875604e-05	300
neu	7	910000	0.0586051508334669	0.000266482588577154	1.78181848631219e-05	400
swp	7	910000	0.15278208402	0.0002305003872	4.68306853678078e-05	400
neu	8	910000	0.0548083295791583	0.00026364783006012	1.62890034353088e-05	500
swp	8	910000	0.15770836988	0.000231394481	4.87741299520053e-05	500
neu	0	930000	0.055981251294	0.000261703497	1.70396330367882e-05	20
swp	0	930000	0.05871927576	0.0002659225392	1.76472789279244e-05	20
neu	1	930000	0.05663802434	0.0002615230592	1.71954000783076e-05	40
swp	1	930000	0.0785840398	0.000253391601	2.33586339949533e-05	40
neu	2	930000	0.05922710589	0.00026063257	1.82882531421984e-05	60
swp	2	930000	0.105328254324	0.0002384690466	3.08008622647886e-05	60
neu	3	930000	0.05930264382	0.0002609196624	1.83120088821824e-05	80
swp	3	930000	0.11984709762	0.0002310464718	3.47198548043187e-05	80
neu	4	930000	0.05869963434	0.0002616796944	1.76955709802255e-05	100
swp	4	930000	0.12677577168	0.0002282473164	3.6720340602986e-05	100
neu	5	930000	0.0586113425450902	0.000261378768336673	1.71385229998908e-05	200
swp	5	930000	0.14065903514	0.0002253233882	4.07249535643418e-05	200
neu	6	930000	0.0582580145603206	0.00026133604488978	1.69123965107482e-05	300
swp	6	930000	0.1401298155	0.0002262452402	4.08676138282797e-05	300
neu	7	930000	0.0577124288599198	0.00026031825511022	1.63599019969065e-05	400
swp	7	930000	0.14573800032	0.000227664598	4.37047803005958e-05	400
neu	8	930000	0.0568424023527054	0.000258651205210421	1.57864929142788e-05	500
swp	8	930000	0.152479229602	0.000228345285	4.58352454294737e-05	500
neu	0	950000	0.057549998818	0.0002732362954	1.76742656378561e-05	20
swp	0	950000	0.0595402707	0.0002595290188	1.76314223556816e-05	20
neu	1	950000	0.057918447436	0.0002720926074	1.87492750622599e-05	40
swp	1	950000	0.08242499638	0.0002472321532	2.50731845015551e-05	40
neu	2	950000	0.056676678382	0.0002724429172	1.81629528961989e-05	60
swp	2	950000	0.11020777632	0.0002315307814	3.29429450223821e-05	60
neu	3	950000	0.05835289082	0.0002723618078	1.84896586478104e-05	80
swp	3	950000	0.12642968254	0.0002238613156	3.76832558866365e-05	80
neu	4	950000	0.0589547294	0.0002730656956	1.85584366021046e-05	100
swp	4	950000	0.13114319592	0.0002208245102	3.92722164463947e-05	100
neu	5	950000	0.0584970189178357	0.000271469517234469	1.86946491705906e-05	200
swp	5	950000	0.14380876516	0.00021762419	4.31205125703739e-05	200
neu	6	950000	0.0569065160901804	0.000271062221843687	1.77395726753964e-05	300
swp	6	950000	0.14528712704	0.0002180018716	4.35240183245206e-05	300
neu	7	950000	0.0579059364328657	0.000271079061322645	1.79453280418845e-05	400
swp	7	950000	0.15200948832	0.0002196467316	4.62767584158195e-05	400
neu	8	950000	0.0580943056392786	0.000269767123847695	1.79682678488805e-05	500
swp	8	950000	0.158865842496	0.0002192294404	4.80923711481079e-05	500
neu	0	970000	0.05974364994	0.0002612609374	1.78176524754206e-05	20
swp	0	970000	0.05813182706	0.0002586480622	1.69447236011098e-05	20
neu	1	970000	0.06115250816	0.0002622589652	1.86567725055912e-05	40
swp	1	970000	0.0806921764	0.0002443113372	2.35298866734559e-05	40
neu	2	970000	0.05893193394	0.0002607643288	1.79675228281896e-05	60
swp	2	970000	0.10767407314	0.000228406366	3.15045046458703e-05	60
neu	3	970000	0.0590146625	0.0002615050458	1.82320251455469e-05	80
swp	3	970000	0.12325595546	0.000222013949	3.6056171591196e-05	80
neu	4	970000	0.05991488574	0.0002620143166	1.80425534439543e-05	100
swp	4	970000	0.12752121382	0.000218335447	3.68233568268907e-05	100
neu	5	970000	0.0618147106212425	0.00026323602745491	1.94696407883496e-05	200
swp	5	970000	0.14159299364	0.0002156415954	4.1271088753368e-05	200
neu	6	970000	0.0591358406813627	0.000261708389579158	1.81940076039224e-05	300
swp	6	970000	0.14693215314	0.0002158156868	4.29006045363145e-05	300
neu	7	970000	0.0597748140140281	0.000261295376953908	1.83147414184621e-05	400
swp	7	970000	0.15077484324	0.0002176738052	4.41338880492767e-05	400
neu	8	970000	0.0591447197458918	0.000260675193787575	1.82105156995108e-05	500
swp	8	970000	0.15752762338	0.0002166363436	4.6492479045425e-05	500
neu	0	990000	0.054704343378	0.0002701315774	1.75047040216943e-05	20
swp	0	990000	0.05864594612	0.0002660412568	1.84240320082506e-05	20
neu	1	990000	0.055558144154	0.0002704561322	1.80212496083017e-05	40
swp	1	990000	0.07950690832	0.0002520410782	2.44991174819754e-05	40
neu	2	990000	0.05405065226	0.0002697272248	1.74373962956046e-05	60
swp	2	990000	0.11130295598	0.0002344364828	3.44260139450004e-05	60
neu	3	990000	0.056466771476	0.000269049137	1.84214198498331e-05	80
swp	3	990000	0.12688374452	0.000227021936	3.91569655773195e-05	80
neu	4	990000	0.056546506348	0.0002693579394	1.82749747416729e-05	100
swp	4	990000	0.13036475216	0.0002240875924	3.95059206959949e-05	100
neu	5	990000	0.057709333747495	0.000268949562324649	1.86474720488262e-05	200
swp	5	990000	0.14295864312	0.0002219878632	4.32978588354705e-05	200
neu	6	990000	0.0569146354308617	0.000266829413627255	1.8287739272767e-05	300
swp	6	990000	0.1533706554	0.0002218067888	4.7516359084268e-05	300
neu	7	990000	0.0573414573787575	0.000267535035470942	1.82286385175973e-05	400
swp	7	990000	0.1602399756	0.0002232870904	4.94854080161928e-05	400
neu	8	990000	0.0569544774208417	0.000265691131262525	1.79944284673863e-05	500
swp	8	990000	0.1645750467	0.0002233324624	5.09481377838993e-05	500
neu	0	1010000	0.05714091862	0.0002634820702	1.83004587016154e-05	20
swp	0	1010000	0.056726888714	0.0002817495658	1.76506530164026e-05	20
neu	1	1010000	0.057032327958	0.000263672786	1.83103297805251e-05	40
swp	1	1010000	0.123571697	0.0002862035292	3.79387024217246e-05	40
neu	2	1010000	0.05538025976	0.0002626581356	1.77353626811397e-05	60
swp	2	1010000	0.2058303508	0.0002622681576	6.72772433963842e-05	60
neu	3	1010000	0.05710028374	0.0002618302492	1.81244561127367e-05	80
swp	3	1010000	0.2420074222	0.000249372646	7.83409564987432e-05	80
neu	4	1010000	0.05593622776	0.0002625409522	1.77376262666918e-05	100
swp	4	1010000	0.256707913	0.0002429709906	8.20374361718372e-05	100
neu	5	1010000	0.0560037755511022	0.000262260662925852	1.73025524399828e-05	200
swp	5	1010000	0.27976978	0.0002384506544	8.90252795468944e-05	200
neu	6	1010000	0.0564106934368738	0.000260517560921844	1.75217035340251e-05	300
swp	6	1010000	0.288796466	0.0002376371832	9.24634563107328e-05	300
neu	7	1010000	0.0562210232665331	0.00026130434248497	1.72610453156625e-05	400
swp	7	1010000	0.291439002	0.0002398880682	9.39792545918995e-05	400
neu	8	1010000	0.056585064501002	0.000259630361322645	1.74941033814889e-05	500
swp	8	1010000	0.298226126	0.0002395766192	9.74036378750803e-05	500
neu	0	1030000	0.056658306858	0.0002633617848	1.7460275899035e-05	20
swp	0	1030000	0.056292813516	0.000269253974	1.74241110159864e-05	20
neu	1	1030000	0.057004964686	0.00026344882	1.76958241574164e-05	40
swp	1	1030000	0.08063269596	0.0002593499492	2.53129600248091e-05	40
neu	2	1030000	0.056671477188	0.0002634219434	1.77476870500188e-05	60
swp	2	1030000	0.1069774121	0.0002434453688	3.4122302453857e-05	60
neu	3	1030000	0.05772465336	0.0002617852472	1.76750671572902e-05	80
swp	3	1030000	0.123100344858	0.0002355774028	3.91483433665416e-05	80
neu	4	1030000	0.05591236212	0.0002627446754	1.72050267857407e-05	100
swp	4	1030000	0.12886949338	0.0002335940246	4.09998203943071e-05	100
neu	5	1030000	0.0566100478036072	0.000262118685571142	1.75950828982687e-05	200
swp	5	1030000	0.14153510992	0.0002314784708	4.49446064656577e-05	200
neu	6	1030000	0.0589347198997996	0.000261278664729459	1.82469381876635e-05	300
swp	6	1030000	0.152147788568	0.0002312399624	4.91368794225656e-05	300
neu	7	1030000	0.0586682281162325	0.00026002726753507	1.75113771971421e-05	400
swp	7	1030000	0.15717302558	0.000233178938	5.08124894856766e-05	400
neu	8	1030000	0.0570152523186373	0.000258413000400802	1.70421540923083e-05	500
swp	8	1030000	0.166312896	0.0002331005546	5.44452229705021e-05	500
neu	0	1050000	0.05570218994	0.00026391667	1.69617223404885e-05	20
swp	0	1050000	0.05874215196	0.0002623531776	1.75696125069941e-05	20
neu	1	1050000	0.0556611792168	0.0002642672584	1.69974023240502e-05	40
swp	1	1050000	0.08120754134	0.0002497266162	2.40295386424106e-05	40
neu	2	1050000	0.05451569678	0.000265252172	1.66249690942338e-05	60
swp	2	1050000	0.11146272498	0.0002339283654	3.33669726367062e-05	60
neu	3	1050000	0.05673187524	0.0002641824326	1.70633840661036e-05	80
swp	3	1050000	0.125119017272	0.000227495945	3.69837088677508e-05	80
neu	4	1050000	0.05624524484	0.000264028625	1.69644107223323e-05	100
swp	4	1050000	0.13188607996	0.0002236727094	3.93918074660146e-05	100
neu	5	1050000	0.0575251301202405	0.000262738564328657	1.71454434143173e-05	200
swp	5	1050000	0.144047479318	0.0002213903256	4.26656627647801e-05	200
neu	6	1050000	0.0567286540280561	0.000261889758717435	1.69085496322141e-05	300
swp	6	1050000	0.154120109612	0.0002212987714	4.59705208734874e-05	300
neu	7	1050000	0.0564719045691383	0.000260118396593186	1.66805436535213e-05	400
swp	7	1050000	0.1608186974	0.0002239811134	4.84843994811867e-05	400
neu	8	1050000	0.0551546352144289	0.000259460164529058	1.69715139277028e-05	500
swp	8	1050000	0.16738399586	0.0002232821958	5.03200144484399e-05	500
neu	0	1070000	0.05508810292	0.000262147946	1.62544618383426e-05	20
swp	0	1070000	0.055998369936	0.0002674858336	1.73760981225408e-05	20
neu	1	1070000	0.05391651504	0.00026343095	1.57111852088307e-05	40
swp	1	1070000	0.0792450827	0.000256489358	2.45089028230851e-05	40
neu	2	1070000	0.055057523748	0.0002630532982	1.61810537422295e-05	60
swp	2	1070000	0.10968314222	0.0002400279866	3.36624113681073e-05	60
neu	3	1070000	0.057841082362	0.0002624748268	1.72207803582771e-05	80
swp	3	1070000	0.1255320319	0.0002324414322	3.88714253360218e-05	80
neu	4	1070000	0.05944124978	0.000262709875	1.75563511993288e-05	100
swp	4	1070000	0.1303940019	0.0002302189182	4.02952735134563e-05	100
neu	5	1070000	0.0599691118236473	0.000260658857314629	1.79113656915285e-05	200
swp	5	1070000	0.14201864788	0.0002284303186	4.35287233828204e-05	200
neu	6	1070000	0.0589354448276553	0.000259175344488978	1.73303435333783e-05	300
swp	6	1070000	0.14922027738	0.000228604251	4.67687960081942e-05	300
neu	7	1070000	0.058390409498998	0.000258718895591182	1.6739881775232e-05	400
swp	7	1070000	0.150055013	0.0002310534476	4.63429126730029e-05	400
neu	8	1070000	0.0551351391583166	0.000256859393587174	1.59946245853944e-05	500
swp	8	1070000	0.160311655754	0.0002304876968	4.9969639973342e-05	500
neu	0	1090000	0.05710074194	0.0002665243694	1.7639555180368e-05	20
swp	0	1090000	0.0570423501	0.0002715754944	1.79010173196917e-05	20
neu	1	1090000	0.05637819084	0.0002668128152	1.69486723992624e-05	40
swp	1	1090000	0.08141456363	0.0002590255436	2.59454433383462e-05	40
neu	2	1090000	0.05589906638	0.0002663567614	1.69225983852843e-05	60
swp	2	1090000	0.11200175482	0.0002415127848	3.57046536714248e-05	60
neu	3	1090000	0.057633603406	0.000266508592	1.76978847604249e-05	80
swp	3	1090000	0.12481599662	0.0002357102348	3.94282350000544e-05	80
neu	4	1090000	0.05924288508	0.0002662603894	1.79201737759649e-05	100
swp	4	1090000	0.13054096888	0.0002324744798	4.16620382120901e-05	100
neu	5	1090000	0.0590640879639279	0.0002667991501002	1.84512389928695e-05	200
swp	5	1090000	0.142797211626	0.0002318559588	4.52464273437319e-05	200
neu	6	1090000	0.0597979674869739	0.000265112637274549	1.83820730166408e-05	300
swp	6	1090000	0.14884732136	0.0002316560756	4.73612195291763e-05	300
neu	7	1090000	0.0580806970941884	0.000262405400400802	1.75268878836281e-05	400
swp	7	1090000	0.15184562284	0.0002336196288	4.90507384030764e-05	400
neu	8	1090000	0.0547502663527054	0.000261436990981964	1.63133344921957e-05	500
swp	8	1090000	0.16033401114	0.0002337680324	5.20480295892606e-05	500
neu	0	1110000	0.05469381552	0.0002719414938	1.70794013809676e-05	20
swp	0	1110000	0.05818333984	0.0002684275054	1.8127358978957e-05	20
neu	1	1110000	0.055176133412	0.0002704802262	1.73865330777028e-05	40
swp	1	1110000	0.08131522992	0.000255578122	2.56387609109352e-05	40
neu	2	1110000	0.053784874092	0.00027095826	1.67713074151897e-05	60
swp	2	1110000	0.112667648546	0.0002382508812	3.58730259750246e-05	60
neu	3	1110000	0.056112642912	0.00027067839	1.75780111964081e-05	80
swp	3	1110000	0.12369035306	0.0002320782278	3.86109938078682e-05	80
neu	4	1110000	0.05579778144	0.0002709527878	1.72622999464393e-05	100
swp	4	1110000	0.131235998158	0.0002286344266	4.15052514785644e-05	100
neu	5	1110000	0.0566624346693387	0.000270165706412826	1.77287485414065e-05	200
swp	5	1110000	0.14349157116	0.0002265610422	4.58046991232871e-05	200
neu	6	1110000	0.0584773175891784	0.000270099894589178	1.84507156114245e-05	300
swp	6	1110000	0.149024437468	0.000226212597	4.76085305116087e-05	300
neu	7	1110000	0.0583272703807615	0.000266546857715431	1.8383830754666e-05	400
swp	7	1110000	0.15236291134	0.0002286594178	4.86231052263118e-05	400
neu	8	1110000	0.0556048613026052	0.000266523642284569	1.73725460856712e-05	500
swp	8	1110000	0.15496881756	0.0002297028714	4.96635926601926e-05	500
neu	0	1130000	0.05454982928	0.0002695097976	1.61322798800318e-05	20
swp	0	1130000	0.05647624196	0.0002689431272	1.81645064828419e-05	20
neu	1	1130000	0.05464410562	0.000270228996	1.62878010703506e-05	40
swp	1	1130000	0.08019849438	0.0002537143992	2.55492247094508e-05	40
neu	2	1130000	0.0530675358	0.00026998105	1.58185228231451e-05	60
swp	2	1130000	0.10808793908	0.0002382429486	3.40618699790757e-05	60
neu	3	1130000	0.056381911082	0.0002703067896	1.70704192764409e-05	80
swp	3	1130000	0.119602654326	0.000230941139	3.74467731886029e-05	80
neu	4	1130000	0.05543436094	0.0002697921396	1.64692872713333e-05	100
swp	4	1130000	0.1251031727	0.0002284494162	3.8946706445714e-05	100
neu	5	1130000	0.0566979649098196	0.00026724780741483	1.73163158728155e-05	200
swp	5	1130000	0.13838659434	0.0002258145302	4.38936445055715e-05	200
neu	6	1130000	0.0574465974549098	0.000268850386573146	1.75185860514901e-05	300
swp	6	1130000	0.14277020842	0.0002279736228	4.47907382856816e-05	300
neu	7	1130000	0.0561572708216433	0.000266261300200401	1.71964898306689e-05	400
swp	7	1130000	0.145714454946	0.000229156684	4.57473044671098e-05	400
neu	8	1130000	0.0576965901983968	0.000264287014629259	1.77282337982043e-05	500
swp	8	1130000	0.15321192596	0.0002290919688	4.85866707630022e-05	500
neu	0	1150000	0.05781487352	0.0002646673142	1.71834460104448e-05	20
swp	0	1150000	0.059253431648	0.0002711349996	1.8006946198396e-05	20
neu	1	1150000	0.05762699862	0.0002636997678	1.68959308204935e-05	40
swp	1	1150000	0.084686144	0.0002593485172	2.61742757146064e-05	40
neu	2	1150000	0.05707839674	0.0002633708838	1.73026075365269e-05	60
swp	2	1150000	0.11138682954	0.0002441257316	3.45008984652983e-05	60
neu	3	1150000	0.058917692978	0.0002642896852	1.75256313268763e-05	80
swp	3	1150000	0.12410586634	0.0002371085812	3.80465571662331e-05	80
neu	4	1150000	0.05876405624	0.0002628337254	1.72938642021542e-05	100
swp	4	1150000	0.13027259592	0.0002345945388	4.03147345182591e-05	100
neu	5	1150000	0.0572533061523046	0.000260919611623246	1.69785356229852e-05	200
swp	5	1150000	0.1409388864	0.0002327474312	4.42135924889824e-05	200
neu	6	1150000	0.0575174117354709	0.000262062950300601	1.66617847564663e-05	300
swp	6	1150000	0.14492131476	0.0002353769788	4.54300508305498e-05	300
neu	7	1150000	0.0564114611222445	0.000260038559118236	1.64778625258012e-05	400
swp	7	1150000	0.14741109674	0.00023721295	4.6525067233904e-05	400
neu	8	1150000	0.0559609537074148	0.000258450508617234	1.64156765935745e-05	500
swp	8	1150000	0.1511721926	0.0002385757808	4.8556836679004e-05	500
neu	0	1170000	0.057803432736	0.0002653744354	1.7787848330749e-05	20
swp	0	1170000	0.0567192481	0.000271229422	1.78068947657169e-05	20
neu	1	1170000	0.05686460552	0.000265024351	1.76193942718479e-05	40
swp	1	1170000	0.07695151157	0.0002570139648	2.41962118206498e-05	40
neu	2	1170000	0.056840726926	0.0002644446736	1.74345739527914e-05	60
swp	2	1170000	0.1046654231	0.0002420062692	3.27868490356661e-05	60
neu	3	1170000	0.05939925944	0.0002654946574	1.82365396981221e-05	80
swp	3	1170000	0.11631994944	0.0002346675454	3.59944158132602e-05	80
neu	4	1170000	0.0584323764032	0.000264411014	1.77584985034642e-05	100
swp	4	1170000	0.12121110558	0.0002312430956	3.74592172842032e-05	100
neu	5	1170000	0.0584672830861723	0.000262918900200401	1.80393888324128e-05	200
swp	5	1170000	0.130705223228	0.0002292441536	4.08187076765662e-05	200
neu	6	1170000	0.05805510498998	0.000264323579158317	1.75016151413182e-05	300
swp	6	1170000	0.13455560968	0.0002310910828	4.18512562436224e-05	300
neu	7	1170000	0.0596418461122245	0.000262515376953908	1.83159600801166e-05	400
swp	7	1170000	0.13758861262	0.0002334154626	4.27132357005281e-05	400
neu	8	1170000	0.0572501398797595	0.000262626877755511	1.73350016113447e-05	500
swp	8	1170000	0.14378253572	0.0002348436234	4.48185372340405e-05	500
neu	0	1190000	0.05534131636	0.0002660511276	1.64079898182391e-05	20
swp	0	1190000	0.05604605624	0.0002647718556	1.68586511624517e-05	20
